fixedacidity,volatileacidity,residualsugar,chlorides,totalsulfurdioxide,density,pH,alcohol
6.0,0.23,9.7,0.048,207.0,0.99571,3.05,9.1
6.0,0.2,14.7,0.045,125.0,0.998365,2.99,9.4
5.8,0.39,7.5,0.027,88.0,0.9907,3.38,14.0
6.9,0.22,15.0,0.053,178.0,0.9992,3.37,9.5
7.1,0.39,12.5,0.044,72.0,0.9941,3.17,11.6
5.3,0.26,5.15,0.034,160.0,0.9952,3.82,10.5
6.7,0.24,2.9,0.039,122.0,0.99052,3.25,12.0
7.8,0.21,1.35,0.052,48.0,0.9911,3.15,11.4
6.5,0.38,5.2,0.042,112.0,0.99067,3.06,12.3
5.9,0.24,2.0,0.037,108.0,0.98948,3.19,12.3
8.1,0.5,1.1,0.037,126.0,0.9938,3.21,10.9
6.5,0.35,12.4,0.051,213.0,0.9962,3.16,9.9
6.7,0.35,8.8,0.056,167.0,0.99628,3.04,9.4
6.5,0.19,4.9,0.037,101.0,0.9916,3.17,11.8
5.7,0.21,1.1,0.035,81.0,0.9902,3.31,11.4
7.0,0.16,7.3,0.047,220.0,0.99622,3.38,10.1
8.4,0.23,7.8,0.035,95.0,0.9935,3.04,12.0
7.4,0.38,7.5,0.041,160.0,0.99535,3.17,10.0
5.5,0.16,1.5,0.032,100.0,0.99076,3.43,12.0
6.9,0.28,8.2,0.036,95.0,0.9944,3.17,10.2
7.0,0.27,18.75,0.042,157.0,1.0002,2.96,9.1
7.7,0.46,3.3,0.054,143.0,0.99392,3.12,10.8
6.5,0.18,14.2,0.039,129.0,0.99678,3.28,10.3
7.2,0.47,5.9,0.048,125.0,0.99428,3.09,9.8
7.3,0.36,7.1,0.033,185.0,0.99472,3.14,10.6
6.9,0.31,1.2,0.024,166.0,0.99208,3.05,9.8
5.1,0.3,2.3,0.048,150.0,0.98944,3.29,12.2
5.7,0.26,17.8,0.059,124.0,0.99773,3.3,10.1
7.2,0.2,2.7,0.032,151.0,0.99,3.16,12.7
7.7,0.29,4.8,0.06,156.0,0.99572,3.49,10.3
8.3,0.36,15.0,0.052,256.0,1.0001,2.93,8.6
7.7,0.24,1.4,0.041,102.0,0.9929,3.26,10.4
8.2,0.18,1.1,0.033,81.0,0.9923,3.0,10.4
7.0,0.3,13.6,0.05,168.0,0.9976,3.07,9.6
7.4,0.18,13.1,0.056,163.0,1.0,3.42,9.1
8.3,0.2,1.7,0.04,169.0,0.9938,3.05,10.1
6.0,0.41,1.9,0.05,122.0,0.9928,3.42,10.5
7.4,0.25,13.5,0.06,192.0,0.9975,3.0,9.1
6.8,0.3,2.8,0.038,164.0,0.9912,3.09,12.0
6.8,0.19,9.85,0.055,103.0,0.99532,2.98,10.5
6.9,0.18,6.5,0.039,110.0,0.9943,3.1,10.5
8.3,0.26,2.0,0.029,141.0,0.99077,2.95,12.2
8.1,0.27,1.7,0.03,103.0,0.99255,3.22,10.4
6.5,0.29,3.0,0.036,93.0,0.9906,3.16,12.0
6.3,0.35,5.7,0.035,97.0,0.9927,3.27,11.0
7.4,0.16,13.7,0.056,168.0,0.99825,2.9,8.7
6.1,0.26,2.2,0.05,154.0,0.9929,3.08,9.8
6.3,0.21,1.5,0.051,142.0,0.9928,3.23,10.1
6.8,0.18,9.8,0.039,113.0,0.99406,3.11,10.9
6.3,0.41,7.3,0.035,117.0,0.99172,3.2,11.94
6.2,0.23,17.2,0.039,130.0,0.99946,3.23,8.8
6.3,0.23,5.1,0.035,142.0,0.9942,3.36,10.1
5.9,0.27,9.0,0.051,136.0,0.9941,3.25,10.7
6.3,0.27,2.9,0.047,100.0,0.9936,3.28,9.8
5.8,0.3,4.9,0.039,86.0,0.98963,3.23,13.1
8.0,0.25,1.2,0.061,117.0,0.9938,3.08,9.4
8.2,0.4,13.7,0.042,169.0,0.9986,3.1,9.4
7.8,0.4,7.8,0.06,162.0,0.9966,3.26,11.3
6.8,0.26,11.9,0.043,226.0,0.997,3.02,9.3
6.6,0.38,2.8,0.043,67.0,0.98924,3.21,13.2
8.2,0.18,1.1,0.04,92.0,0.99062,2.88,12.0
6.2,0.2,1.7,0.093,161.0,0.9924,3.44,11.0
6.3,0.26,5.2,0.046,133.0,0.99202,2.97,11.0
6.4,0.26,9.7,0.044,140.0,0.9962,3.18,9.1
7.4,0.21,1.2,0.041,99.0,0.9927,3.19,9.8
7.3,0.22,1.5,0.04,172.0,0.99194,3.27,11.2
6.9,0.21,1.4,0.041,164.0,0.9927,3.25,11.0
5.1,0.26,1.1,0.027,113.0,0.98946,3.35,11.4
6.0,0.42,12.4,0.032,179.0,0.99622,3.14,9.7
6.6,0.62,8.7,0.046,224.0,0.99605,3.17,9.3
7.0,0.35,1.1,0.049,119.0,0.99297,3.13,9.7
6.6,0.36,10.1,0.05,140.0,0.99628,3.07,9.4
7.6,0.19,13.1,0.033,151.0,0.99726,3.18,10.4
7.4,0.32,1.7,0.051,179.0,0.9955,3.28,8.9
6.3,0.16,1.3,0.046,66.0,0.99307,3.61,10.3
7.1,0.44,11.8,0.044,152.0,0.9975,3.12,8.7
6.3,0.23,5.1,0.035,142.0,0.9942,3.36,10.1
5.6,0.22,1.2,0.024,97.0,0.98823,3.2,13.05
7.9,0.26,10.3,0.039,212.0,0.9969,2.93,9.5
7.4,0.25,13.2,0.067,178.0,0.9976,3.01,9.0
7.4,0.19,14.5,0.045,193.0,0.9986,3.1,9.2
7.5,0.26,18.35,0.084,139.0,1.0011,3.17,8.8
7.2,0.58,5.8,0.032,118.0,0.99088,3.17,13.0
6.6,0.21,5.35,0.029,106.0,0.99112,2.93,11.5
6.5,0.29,7.0,0.04,113.0,0.99366,3.17,10.2
6.3,0.28,6.6,0.208,154.0,0.99478,3.1,9.4
6.0,0.2,6.8,0.049,93.0,0.9928,3.15,11.0
9.2,0.28,3.2,0.058,133.0,0.996,3.14,9.5
7.7,0.18,1.2,0.046,199.0,0.99413,3.03,9.3
6.5,0.28,3.6,0.04,121.0,0.99111,3.28,12.1
6.9,0.35,11.95,0.038,111.0,0.99687,3.11,9.7
4.9,0.235,11.75,0.03,118.0,0.9954,3.07,9.4
6.6,0.22,12.05,0.058,125.0,0.99856,3.45,9.4
7.2,0.33,2.0,0.044,171.0,0.98947,3.25,13.3
7.4,0.26,7.6,0.047,177.0,0.9962,3.13,8.9
6.4,0.26,6.4,0.037,161.0,0.9954,3.38,9.7
5.1,0.29,8.3,0.026,107.0,0.99308,3.36,11.0
7.2,0.6,9.9,0.07,174.0,0.9971,3.03,9.1
6.4,0.24,8.2,0.054,182.0,0.99538,3.12,9.5
7.0,0.39,10.7,0.098,91.0,0.99657,3.03,9.3
7.2,0.24,1.4,0.045,106.0,0.9914,2.88,10.8
6.8,0.29,13.3,0.053,194.0,0.9974,3.09,9.4
5.5,0.32,1.3,0.037,156.0,0.99184,3.26,10.7
7.5,0.24,9.4,0.048,149.0,0.9962,3.17,10.5
6.1,0.18,2.0,0.038,249.5,0.9923,3.37,11.3
7.1,0.21,2.2,0.037,141.0,0.993,3.2,10.0
6.0,0.13,1.6,0.052,72.0,0.98974,3.1,11.5
6.5,0.28,5.2,0.04,179.0,0.9948,3.19,9.4
7.0,0.35,1.8,0.069,162.0,0.9944,3.18,9.4
6.4,0.36,5.7,0.118,172.0,0.9946,3.24,9.5
7.4,0.23,1.4,0.049,141.0,0.9934,3.42,10.2
8.9,0.21,1.2,0.028,93.0,0.99244,3.2,11.5
6.8,0.44,5.1,0.047,201.0,0.9938,3.08,10.5
6.7,0.33,6.6,0.067,156.0,0.99542,3.11,9.3
7.8,0.23,4.75,0.042,166.0,0.9928,2.96,11.5
7.0,0.36,2.5,0.048,161.0,0.99146,3.05,11.1
5.7,0.18,4.2,0.042,111.0,0.994,3.35,9.4
5.8,0.6,1.3,0.044,197.0,0.99202,3.56,10.9
7.2,0.27,2.4,0.048,149.0,0.9936,3.1,9.2
7.0,0.29,1.6,0.035,126.0,0.99058,3.26,12.3
6.3,0.33,17.2,0.037,170.0,0.99884,3.26,9.4
6.9,0.3,3.3,0.041,124.0,0.99428,3.18,9.3
8.1,0.5,1.1,0.037,126.0,0.9938,3.21,10.9
7.8,0.21,11.9,0.039,140.0,0.9959,3.02,10.3
6.0,0.35,1.2,0.029,102.0,0.9903,3.46,11.9
6.5,0.19,1.4,0.046,90.0,0.99038,3.18,11.7
5.5,0.29,1.1,0.022,110.0,0.98869,3.34,12.8
6.8,0.15,12.9,0.044,182.0,0.99742,3.24,10.2
6.1,0.34,5.0,0.042,133.0,0.99373,3.02,9.4
5.6,0.295,2.2,0.049,134.0,0.99378,3.21,10.0
7.1,0.21,8.6,0.056,111.0,0.9956,2.95,9.5
7.9,0.51,6.2,0.051,173.0,0.9984,3.09,9.7
6.9,0.28,2.1,0.034,121.0,0.98882,2.98,13.2
7.4,0.27,2.4,0.014,143.0,0.99094,3.03,12.0
6.1,0.32,1.8,0.051,200.0,0.9945,3.49,10.5
5.6,0.32,7.4,0.037,95.0,0.99268,3.25,11.1
7.9,0.17,1.6,0.053,150.0,0.9948,3.29,9.6
7.7,0.27,3.8,0.037,139.0,0.99116,3.04,11.6
6.4,0.28,8.6,0.057,223.0,0.99654,3.16,9.1
5.1,0.26,6.4,0.034,99.0,0.99449,3.23,9.2
6.6,0.24,13.0,0.052,143.0,0.99825,3.37,9.4
7.0,0.48,4.5,0.05,86.0,0.99398,2.86,9.0
6.7,0.19,1.1,0.026,143.0,0.9912,3.27,11.0
5.8,0.35,3.2,0.034,151.0,0.9912,3.35,11.6333333333333
7.8,0.28,1.6,0.028,118.0,0.9901,3.0,12.1
7.6,0.445,14.5,0.045,212.0,0.9986,3.48,10.0
6.0,0.28,6.8,0.048,222.0,0.9953,3.19,9.3
7.1,0.46,13.7,0.045,192.0,0.9981,3.11,9.4
6.0,0.28,15.5,0.036,134.0,0.99408,3.19,13.0
7.0,0.18,1.4,0.044,89.0,0.99256,3.39,10.7
6.3,0.55,13.0,0.047,182.0,0.9974,3.2,9.2
7.3,0.28,12.7,0.04,140.0,0.998,3.3,9.6
6.1,0.32,1.5,0.036,124.0,0.9898,3.29,12.4
7.2,0.4,10.8,0.041,189.0,0.9976,3.08,8.6
7.1,0.25,1.2,0.04,111.0,0.99174,3.18,11.1
6.8,0.25,2.0,0.042,189.0,0.9952,3.46,10.2
6.1,0.15,6.2,0.046,151.0,0.99471,3.6,10.6
6.2,0.19,5.1,0.019,82.0,0.98961,3.05,12.5
6.7,0.31,1.4,0.039,141.0,0.99206,3.12,10.1
9.2,0.34,17.3,0.06,235.0,1.00182,3.08,8.8
6.8,0.32,6.0,0.05,129.0,0.9953,3.19,9.1
6.9,0.38,13.1,0.112,94.0,0.99792,3.02,9.2
7.1,0.34,5.2,0.032,140.0,0.99166,3.35,12.3
6.2,0.25,7.9,0.045,208.0,0.99572,3.17,9.1
5.9,0.17,0.7,0.027,28.0,0.98985,3.13,10.6
6.0,0.14,1.2,0.032,148.0,0.99185,3.32,11.2
6.4,0.17,1.5,0.037,98.0,0.9916,3.46,11.0
6.8,0.22,10.6,0.07,194.0,0.99654,2.89,9.0
6.4,0.125,1.4,0.044,68.0,0.99014,3.15,11.7
7.8,0.18,12.2,0.053,140.0,0.998,3.06,8.9
7.3,0.34,1.3,0.057,173.0,0.9948,3.26,9.1
6.4,0.29,6.5,0.209,156.0,0.99478,3.1,9.4
6.1,0.25,10.0,0.055,131.0,0.994,3.22,10.9
6.6,0.27,5.3,0.137,163.0,0.9951,3.2,9.3
8.1,0.22,7.7,0.043,176.0,0.9954,3.12,10.0
6.8,0.32,7.5,0.041,223.0,0.9959,3.14,8.9
6.4,0.29,1.0,0.06,120.0,0.9924,3.06,9.5
7.1,0.49,2.0,0.047,307.5,0.9924,3.24,11.0
6.0,0.26,7.0,0.055,194.0,0.99591,3.21,9.0
6.8,0.25,10.7,0.076,154.0,0.9967,3.05,9.0
8.0,0.45,10.8,0.051,157.0,0.9957,3.06,11.4
6.8,0.22,13.6,0.055,180.0,0.9984,3.44,9.8
6.6,0.21,0.8,0.034,113.0,0.99165,3.24,10.5
6.9,0.22,7.0,0.063,168.0,0.9957,3.54,10.3
6.8,0.26,11.75,0.045,198.0,0.9969,3.26,9.5
6.1,0.27,6.2,0.048,161.0,0.99281,3.22,11.0
6.8,0.46,2.7,0.042,83.0,0.99114,3.38,12.0
6.4,0.4,4.2,0.032,91.0,0.98988,3.26,13.1
6.5,0.22,17.1,0.05,138.0,1.0001,3.3,8.8
6.2,0.26,15.3,0.031,185.0,0.99835,3.31,9.4
6.3,0.23,1.5,0.022,82.0,0.9892,3.3,12.9
6.6,0.58,5.1,0.057,123.0,0.9949,3.24,9.0
8.5,0.2,1.1,0.046,106.0,0.99194,3.0,10.5
6.9,0.2,1.5,0.031,147.0,0.9931,3.35,11.0
6.4,0.28,3.0,0.04,98.0,0.99216,3.25,11.1
6.0,0.28,1.8,0.042,108.0,0.9929,3.08,9.0
6.7,0.19,1.0,0.032,71.0,0.98912,3.31,13.0
6.7,0.31,7.7,0.043,200.0,0.99566,3.17,9.4
6.0,0.38,3.5,0.035,111.0,0.98872,3.18,13.6
6.6,0.42,12.8,0.044,158.0,0.99772,3.24,9.0
5.6,0.23,3.1,0.023,89.0,0.99068,3.25,11.2
8.1,0.31,1.6,0.032,67.0,0.9924,3.08,10.5
6.7,0.26,1.8,0.043,121.0,0.9944,3.44,10.2
7.1,0.26,14.45,0.074,107.0,0.998,2.96,9.2
7.5,0.29,8.1,0.037,166.0,0.9966,2.9,8.9
7.2,0.19,1.6,0.062,173.0,0.9917,3.35,11.7
6.6,0.28,8.2,0.044,196.0,0.99562,3.14,9.4
7.6,0.2,1.8,0.041,148.0,0.99335,3.35,11.1
7.2,0.21,1.6,0.049,94.0,0.9924,3.16,10.9
6.9,0.18,1.3,0.036,117.0,0.9934,3.27,9.5
6.4,0.31,13.2,0.046,205.0,0.9975,3.17,9.6
7.4,0.155,2.3,0.045,214.0,0.9934,3.18,9.9
6.2,0.25,15.55,0.039,159.0,0.9982,3.48,9.6
6.9,0.24,4.8,0.04,131.0,0.9936,3.26,10.7
7.8,0.3,1.8,0.033,156.0,0.991,3.29,12.8
6.7,0.16,2.4,0.046,187.0,0.9952,3.62,10.4
7.2,0.17,6.4,0.042,111.0,0.99278,2.99,10.8
